<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01.09.2020,18:40:00,108721,115243,107962,109963,86
01.09.2020,18:41:00,114805,115129,108011,115111,66
01.09.2020,18:42:00,108846,115104,108167,113313,63
01.09.2020,18:43:00,111963,115030,107900,110719,94
01.09.2020,18:44:00,112122,115179,108158,109774,56
01.09.2020,18:45:00,114871,115198,108362,112012,23
01.09.2020,18:46:00,114796,115021,107933,111472,83
01.09.2020,18:47:00,111339,115231,107962,109958,53
01.09.2020,18:48:00,113177,115262,107997,112009,63
01.09.2020,18:49:00,109771,114909,107946,111975,54
01.09.2020,18:50:00,113321,115256,107945,110669,94
01.09.2020,18:51:00,111604,115126,107911,110113,9
01.09.2020,18:52:00,114784,115106,108117,108466,86
01.09.2020,18:53:00,108344,115226,108066,114986,6
01.09.2020,18:54:00,114228,115245,107925,110723,36
01.09.2020,18:55:00,113640,114891,108186,108959,81
01.09.2020,18:56:00,110429,115173,108029,111326,38
01.09.2020,18:57:00,113605,115160,107951,112799,22
01.09.2020,18:58:00,113771,115171,107971,113470,40
01.09.2020,18:59:00,111263,115252,107916,108124,2
01.09.2020,19:00:00,110445,115096,108060,110946,35
01.09.2020,19:01:00,114245,115135,107973,110817,61
01.09.2020,19:02:00,111736,115194,108009,110765,95
01.09.2020,19:03:00,115068,115290,107938,112375,2
01.09.2020,19:04:00,113151,115195,107914,111457,46
01.09.2020,19:05:00,114358,115237,107922,109469,96
01.09.2020,19:06:00,110052,115270,107948,112872,50
01.09.2020,19:07:00,111858,115198,108060,108928,84
01.09.2020,19:08:00,113543,114829,107945,112416,32
01.09.2020,19:09:00,111421,115062,107905,111514,41
01.09.2020,19:10:00,114608,115286,108131,114874,36
01.09.2020,19:11:00,110356,115247,107937,109230,51
01.09.2020,19:12:00,114704,115222,108054,113039,80
01.09.2020,19:13:00,110109,115130,107954,112712,98
01.09.2020,19:14:00,110978,115021,108235,110948,69
01.09.2020,19:15:00,110041,114765,108013,111330,43
01.09.2020,19:16:00,115246,115288,108064,109055,76
01.09.2020,19:17:00,111481,115220,107927,109128,51
01.09.2020,19:18:00,108725,115259,108041,108504,78
01.09.2020,19:19:00,112610,115122,107942,108328,82
01.09.2020,19:20:00,113547,115130,108023,109927,23
01.09.2020,19:21:00,110396,115044,107956,109899,33
01.09.2020,19:22:00,112883,114580,108494,112626,37
01.09.2020,19:23:00,111086,115287,108232,112197,29
01.09.2020,19:24:00,112454,115183,108008,114741,44
01.09.2020,19:25:00,113929,115282,108179,114852,52
01.09.2020,19:26:00,115179,115268,107991,108840,73
01.09.2020,19:27:00,107916,115126,107916,110261,55
01.09.2020,19:28:00,114682,115243,108012,110756,30
01.09.2020,19:29:00,107919,115226,107919,109673,83
01.09.2020,19:30:00,111516,115075,108030,113480,53
01.09.2020,19:31:00,109137,115210,108090,109706,8
01.09.2020,19:32:00,109765,115257,107937,108005,92
01.09.2020,19:33:00,109237,115198,108021,108118,67
01.09.2020,19:34:00,108974,115299,107994,109778,18
01.09.2020,19:35:00,111727,115273,108312,110284,97
01.09.2020,19:36:00,109687,115294,108009,112081,27
01.09.2020,19:37:00,109723,115256,107973,111497,47
01.09.2020,19:38:00,115053,115245,108042,111398,45
01.09.2020,19:39:00,112494,115275,107983,113946,93
01.09.2020,19:40:00,110589,114667,108046,108715,58
01.09.2020,19:41:00,108256,115276,108078,112460,74
01.09.2020,19:42:00,109046,115045,108082,113839,42
01.09.2020,19:43:00,111383,115160,107917,114372,97
01.09.2020,19:44:00,113585,115227,108118,113132,60
01.09.2020,19:45:00,113520,115242,108002,114750,75
01.09.2020,19:46:00,114605,115217,108165,111429,5
01.09.2020,19:47:00,111424,115272,108457,111955,59
01.09.2020,19:48:00,108811,115186,107956,111500,71
01.09.2020,19:49:00,108858,115240,107954,110209,89
01.09.2020,19:50:00,108955,115291,107921,113934,80
01.09.2020,19:51:00,110788,115271,107934,108021,22
01.09.2020,19:52:00,108667,115299,108021,114541,68
01.09.2020,19:53:00,108344,114977,107921,109158,1
01.09.2020,19:54:00,109114,115211,107929,108224,54
01.09.2020,19:55:00,114000,115121,108054,108992,96
01.09.2020,19:56:00,115070,115158,107973,112188,80
01.09.2020,19:57:00,109689,115158,107952,112043,17
01.09.2020,19:58:00,109807,115267,108087,111597,75
01.09.2020,19:59:00,112358,114923,108072,109712,6
01.09.2020,20:00:00,109565,115032,108114,108227,55
02.09.2020,10:00:00,113487,115264,107949,114533,52
02.09.2020,10:01:00,109935,115202,107904,110436,11
02.09.2020,10:02:00,111538,115116,107915,114091,5
02.09.2020,10:03:00,109446,115160,108262,110644,35
02.09.2020,10:04:00,108563,115205,107969,111685,68
02.09.2020,10:05:00,108362,115207,108058,113599,3
02.09.2020,10:06:00,112098,115216,108044,110335,47
02.09.2020,10:07:00,111883,114916,107911,113115,47
02.09.2020,10:08:00,108948,115285,108106,114781,31
02.09.2020,10:09:00,113163,115258,107968,114427,95
02.09.2020,10:10:00,112472,115270,107972,112327,41
02.09.2020,10:11:00,112794,115281,108233,108233,26
02.09.2020,10:12:00,110136,115246,108606,110855,44
02.09.2020,10:13:00,112045,115239,107980,114119,76
02.09.2020,10:14:00,108562,115228,107944,108897,57
02.09.2020,10:15:00,110929,115053,108053,111869,37
02.09.2020,10:16:00,111440,115244,108232,110374,46
02.09.2020,10:17:00,109780,115282,107928,111448,85
02.09.2020,10:18:00,109221,115198,107951,108990,89
02.09.2020,10:19:00,112790,114947,107962,113441,48
02.09.2020,10:20:00,112135,114871,107988,110009,66
02.09.2020,10:21:00,114557,115258,108075,112282,53
02.09.2020,10:22:00,110655,115150,107942,110694,32
02.09.2020,10:23:00,115155,115241,107917,109024,41
02.09.2020,10:24:00,111475,115121,108083,112864,76
02.09.2020,10:25:00,112889,115239,108027,112615,65
02.09.2020,10:26:00,108661,115284,107923,112950,87
02.09.2020,10:27:00,108012,115090,108012,110248,42
02.09.2020,10:28:00,111615,115213,108073,110273,11
02.09.2020,10:29:00,110328,115074,108026,114005,22
02.09.2020,10:30:00,114682,115123,107911,112924,26
02.09.2020,10:31:00,112498,115293,108006,111781,27
02.09.2020,10:32:00,109542,114938,108185,111129,90
02.09.2020,10:33:00,114890,115142,107949,112660,66
02.09.2020,10:34:00,110908,115210,108184,113671,55
02.09.2020,10:35:00,108376,115297,107911,112538,17
02.09.2020,10:36:00,109788,115292,107977,110853,5
02.09.2020,10:37:00,109830,115132,108053,108799,39
02.09.2020,10:38:00,109992,115243,108001,112190,22
02.09.2020,10:39:00,112331,115218,108258,113507,68
02.09.2020,10:40:00,115139,115206,107943,108348,24
02.09.2020,10:41:00,108355,115076,107917,112156,54
02.09.2020,10:42:00,109854,115211,107917,114926,85
02.09.2020,10:43:00,108972,115168,108172,111558,11
02.09.2020,10:44:00,113244,114639,108102,114389,16
02.09.2020,10:45:00,114420,115264,107926,115264,32
02.09.2020,10:46:00,113390,115153,107968,110204,1
02.09.2020,10:47:00,109478,115088,107943,107954,29
02.09.2020,10:48:00,112697,115290,107904,109920,85
02.09.2020,10:49:00,114507,115255,108048,111723,15
02.09.2020,10:50:00,113415,115067,108012,111942,65
02.09.2020,10:51:00,112067,115245,108167,108786,41
02.09.2020,10:52:00,108889,115128,108132,114215,8
02.09.2020,10:53:00,112518,115296,108059,111700,3
02.09.2020,10:54:00,113383,115262,107970,113106,64
02.09.2020,10:55:00,111610,115130,107936,111194,75
02.09.2020,10:56:00,112324,115247,107921,109969,67
02.09.2020,10:57:00,112573,115105,107949,114988,32
02.09.2020,10:58:00,109034,115292,107929,110624,89
02.09.2020,10:59:00,109841,115296,107900,109668,41
02.09.2020,11:00:00,109583,115240,108104,112365,11
02.09.2020,11:01:00,111723,115230,107925,110826,65
02.09.2020,11:02:00,109386,115250,108146,108289,25
02.09.2020,11:03:00,113783,114932,107980,109426,75
02.09.2020,11:04:00,114588,115255,108018,109725,38
02.09.2020,11:05:00,112264,115127,108059,108941,32
02.09.2020,11:06:00,107935,115202,107935,114791,27
02.09.2020,11:07:00,112030,114929,108229,109847,17
02.09.2020,11:08:00,112539,115066,107948,115066,59
02.09.2020,11:09:00,114354,115295,107915,114359,91
02.09.2020,11:10:00,113317,114847,108033,111134,11
02.09.2020,11:11:00,108887,115240,107983,112144,84
02.09.2020,11:12:00,112053,115291,108155,109108,89
02.09.2020,11:13:00,110816,115271,107976,109795,76
02.09.2020,11:14:00,113467,115232,107918,109094,64
02.09.2020,11:15:00,114943,114943,108038,114348,59
02.09.2020,11:16:00,113144,115171,108103,115055,37
02.09.2020,11:17:00,114499,115280,107955,115280,14
02.09.2020,11:18:00,110134,115194,107927,111750,27
02.09.2020,11:19:00,109835,115039,108175,114251,36
02.09.2020,11:20:00,110720,115102,108088,110251,47
02.09.2020,11:21:00,114701,114890,108334,110962,25
02.09.2020,11:22:00,111163,115199,107948,114287,52
02.09.2020,11:23:00,112935,115289,108242,110074,4
02.09.2020,11:24:00,111170,115246,108064,112757,56
02.09.2020,11:25:00,108272,115124,107916,108405,33
02.09.2020,11:26:00,109121,115298,107923,114864,48
02.09.2020,11:27:00,114413,115237,108067,110059,57
02.09.2020,11:28:00,112548,115190,108002,108201,24
02.09.2020,11:29:00,108184,115215,108077,108829,76
02.09.2020,11:30:00,112627,115109,108350,114514,18
02.09.2020,11:31:00,113339,115233,108343,114024,86
02.09.2020,11:32:00,111703,115157,107958,108065,57
02.09.2020,11:33:00,113839,115092,108045,113868,75
02.09.2020,11:34:00,115156,115249,108029,109456,86
02.09.2020,11:35:00,108159,115242,108067,114446,90
02.09.2020,11:36:00,114544,115250,107918,115028,77
02.09.2020,11:37:00,115182,115182,107903,108956,14
02.09.2020,11:38:00,110059,115241,107923,110728,53
02.09.2020,11:39:00,109622,114996,108077,109573,92
02.09.2020,11:40:00,111243,115247,107984,110484,54
02.09.2020,11:41:00,111035,115141,107997,110029,46
02.09.2020,11:42:00,114002,115282,108074,110334,92
02.09.2020,11:43:00,114654,115210,107963,111861,12
02.09.2020,11:44:00,108790,115117,107975,111310,34
02.09.2020,11:45:00,110333,115272,107963,109691,65
02.09.2020,11:46:00,114065,115091,107980,113664,88
02.09.2020,11:47:00,109528,115207,107940,114056,87
02.09.2020,11:48:00,111863,115154,107988,108093,73
02.09.2020,11:49:00,111056,115134,108050,109953,29
02.09.2020,11:50:00,111919,115187,107969,114851,47
02.09.2020,11:51:00,110697,115158,107985,110577,14
02.09.2020,11:52:00,114575,115277,108393,115210,66
02.09.2020,11:53:00,114463,115255,108099,115075,35
02.09.2020,11:54:00,109812,115284,107905,113680,23
02.09.2020,11:55:00,114688,115250,107990,108852,24
02.09.2020,11:56:00,113033,115123,108403,108858,34
02.09.2020,11:57:00,111738,115294,108054,111604,51
02.09.2020,11:58:00,108848,115263,108094,112958,3
02.09.2020,11:59:00,111618,115291,108021,112165,2
02.09.2020,12:00:00,113443,115266,108088,113061,15
02.09.2020,12:01:00,112042,115210,107957,109267,23
02.09.2020,12:02:00,110250,115275,108028,114793,78
02.09.2020,12:03:00,113021,115260,107974,112789,40
02.09.2020,12:04:00,113649,115235,108075,114035,75
02.09.2020,12:05:00,110776,115278,108038,114548,21
02.09.2020,12:06:00,109759,115080,108298,111651,51
02.09.2020,12:07:00,113992,115097,108029,111292,27
02.09.2020,12:08:00,111745,115111,108009,114460,10
02.09.2020,12:09:00,114099,115166,107907,109029,83
02.09.2020,12:10:00,113193,115280,107953,110208,70
02.09.2020,12:11:00,110318,115213,108102,109807,33
02.09.2020,12:12:00,110755,115191,107971,108397,81
02.09.2020,12:13:00,109916,115004,107968,115004,54
02.09.2020,12:14:00,109119,115286,108072,112489,22
02.09.2020,12:15:00,108625,115006,108103,114857,91
02.09.2020,12:16:00,114700,115216,107945,113615,53
02.09.2020,12:17:00,112410,115019,107979,112030,36
02.09.2020,12:18:00,113041,115278,107903,111106,69
02.09.2020,12:19:00,113660,115227,107935,111616,21
02.09.2020,12:20:00,113893,115288,107946,113349,25
02.09.2020,12:21:00,113876,115100,108020,114531,47
02.09.2020,12:22:00,110241,115197,108015,108015,82
02.09.2020,12:23:00,113911,115266,107950,114663,33
02.09.2020,12:24:00,113384,115143,107929,112493,51
02.09.2020,12:25:00,108942,115229,107977,109163,68
02.09.2020,12:26:00,114055,114819,108075,113824,60
02.09.2020,12:27:00,111115,115001,107937,111562,8
02.09.2020,12:28:00,108703,115174,108336,110838,91
02.09.2020,12:29:00,113574,115297,108294,110131,64
02.09.2020,12:30:00,111922,115203,107918,110561,51
02.09.2020,12:31:00,110642,115194,108206,111627,83
02.09.2020,12:32:00,115151,115217,108058,112615,41
02.09.2020,12:33:00,109879,115248,108065,115248,34
02.09.2020,12:34:00,108183,115101,107902,108818,71
02.09.2020,12:35:00,114838,115260,107985,110167,84
02.09.2020,12:36:00,115114,115269,107930,110080,81
02.09.2020,12:37:00,108502,115271,108016,112358,27
02.09.2020,12:38:00,111486,115249,107955,114828,71
02.09.2020,12:39:00,111414,115291,108152,114974,80
02.09.2020,12:40:00,112133,115269,107962,109658,25
02.09.2020,12:41:00,110818,115090,107952,108827,87
02.09.2020,12:42:00,113193,115294,108086,108634,60
02.09.2020,12:43:00,108543,115230,107996,115074,6
02.09.2020,12:44:00,112563,115207,108100,111236,22
02.09.2020,12:45:00,110201,115173,108053,112223,44
02.09.2020,12:46:00,112317,115189,107905,113834,5
02.09.2020,12:47:00,114836,115260,108237,109044,92
02.09.2020,12:48:00,110021,115133,108059,108721,96
02.09.2020,12:49:00,110852,114907,107917,112991,81
02.09.2020,12:50:00,112071,115177,108225,108636,35
02.09.2020,12:51:00,114792,115239,108172,108934,84
02.09.2020,12:52:00,111058,115264,107914,108573,66
02.09.2020,12:53:00,109630,115160,107914,108240,31
02.09.2020,12:54:00,108116,115276,108017,112874,49
02.09.2020,12:55:00,112792,115295,108187,113089,75
02.09.2020,12:56:00,110992,114703,107953,110959,62
02.09.2020,12:57:00,114689,115194,107980,114168,76
02.09.2020,12:58:00,108193,115248,108173,108703,44
02.09.2020,12:59:00,109310,114832,107942,111337,74
02.09.2020,13:00:00,111272,115124,108174,108578,11
02.09.2020,13:01:00,113816,115269,107973,109702,92
02.09.2020,13:02:00,112296,115009,108107,108478,30
02.09.2020,13:03:00,114778,115176,107933,113915,87
02.09.2020,13:04:00,113326,115294,107925,114930,94
02.09.2020,13:05:00,110034,115280,108031,109019,77
02.09.2020,13:06:00,111626,115100,107981,108265,93
02.09.2020,13:07:00,112841,115205,107948,115205,15
02.09.2020,13:08:00,108472,115237,108020,110936,35
02.09.2020,13:09:00,108860,115157,108070,110706,27
02.09.2020,13:10:00,112544,115289,107953,112468,67
02.09.2020,13:11:00,111829,115145,107923,110933,8
02.09.2020,13:12:00,111225,115274,107949,114784,67
02.09.2020,13:13:00,112438,115225,107902,107902,5
02.09.2020,13:14:00,114483,115287,107926,114815,4
02.09.2020,13:15:00,115156,115156,108009,112086,14
02.09.2020,13:16:00,110259,115246,108074,108605,86
02.09.2020,13:17:00,113160,115268,107999,114063,56
02.09.2020,13:18:00,114194,114838,107902,108791,86
02.09.2020,13:19:00,109237,115088,108064,113634,15
02.09.2020,13:20:00,110307,115021,108048,109603,65
02.09.2020,13:21:00,113547,115016,107953,110407,76
02.09.2020,13:22:00,113267,115253,108043,113955,6
02.09.2020,13:23:00,112297,115250,107970,109798,21
02.09.2020,13:24:00,115296,115296,107946,111237,43
02.09.2020,13:25:00,113808,115186,107985,114516,24
02.09.2020,13:26:00,112171,115208,107946,114345,23
02.09.2020,13:27:00,112909,115258,107908,108323,64
02.09.2020,13:28:00,115048,115237,108059,115157,13
02.09.2020,13:29:00,109847,115244,108293,111513,45
02.09.2020,13:30:00,113698,115117,108119,113585,2
02.09.2020,13:31:00,112725,115292,108013,112316,38
02.09.2020,13:32:00,108530,115289,108081,112441,34
02.09.2020,13:33:00,114317,114895,107971,111623,32
02.09.2020,13:34:00,113917,115063,108030,110529,36
02.09.2020,13:35:00,113992,115258,107915,110351,2
02.09.2020,13:36:00,112224,115177,108034,114574,57
02.09.2020,13:37:00,110630,115240,108009,112900,12
02.09.2020,13:38:00,114853,115289,108569,111220,13
02.09.2020,13:39:00,110993,115115,108120,114450,14
02.09.2020,13:40:00,113756,115294,108025,114825,11
02.09.2020,13:41:00,108507,115237,107998,115005,93
02.09.2020,13:42:00,110927,115240,108051,114506,10
02.09.2020,13:43:00,109691,115291,107999,112607,48
02.09.2020,13:44:00,109305,115128,107900,110212,82
02.09.2020,13:45:00,108920,115254,107989,112265,39
02.09.2020,13:46:00,114361,115253,108016,110256,37
02.09.2020,13:47:00,111988,115108,107924,113426,19
02.09.2020,13:48:00,112889,115208,108192,111163,27
02.09.2020,13:49:00,109861,115252,107950,109866,62
02.09.2020,13:50:00,113555,115240,108056,111440,51
02.09.2020,13:51:00,111934,115283,107967,113633,71
02.09.2020,13:52:00,112987,115293,108302,111243,77
02.09.2020,13:53:00,111595,115264,108280,111985,65
02.09.2020,13:54:00,111980,115212,107977,110677,61
02.09.2020,13:55:00,110657,115278,107988,110698,60
02.09.2020,13:56:00,113143,115181,108180,109766,77
02.09.2020,13:57:00,111995,115198,108032,111842,25
02.09.2020,13:58:00,108125,115109,107918,111047,57
02.09.2020,13:59:00,112925,115240,108033,114613,58
02.09.2020,14:00:00,111012,115263,107935,111413,1
02.09.2020,14:01:00,111752,115241,108042,109948,36
02.09.2020,14:02:00,109391,115248,108230,114763,88
02.09.2020,14:03:00,109875,115047,107958,112008,85
02.09.2020,14:04:00,109725,115086,107935,110447,32
02.09.2020,14:05:00,111249,115211,108045,110350,64
02.09.2020,14:06:00,110218,115189,107928,114709,41
02.09.2020,14:07:00,110346,115214,107905,113388,9
02.09.2020,14:08:00,113218,114861,107997,111343,46
02.09.2020,14:09:00,108534,115260,108038,113895,83
02.09.2020,14:10:00,113696,115165,107914,110260,16
02.09.2020,14:11:00,110067,115071,107900,113221,46
02.09.2020,14:12:00,108042,115295,108042,114460,90
02.09.2020,14:13:00,109831,115110,107915,113864,18
02.09.2020,14:14:00,111546,115278,107900,113016,26
02.09.2020,14:15:00,113480,115248,107951,111263,52
02.09.2020,14:16:00,114621,115088,107962,112287,39
02.09.2020,14:17:00,114192,115288,108084,110595,67
02.09.2020,14:18:00,114858,115119,107913,112446,17
02.09.2020,14:19:00,109420,115057,107930,113911,26
02.09.2020,14:20:00,111030,115242,107943,114287,61
02.09.2020,14:21:00,112720,115264,108199,110697,17
02.09.2020,14:22:00,113583,115243,108038,112377,76
02.09.2020,14:23:00,110449,115198,108090,109951,70
02.09.2020,14:24:00,109173,115233,107910,113742,30
02.09.2020,14:25:00,111015,115287,107929,109434,67
02.09.2020,14:26:00,113515,115184,107983,109525,37
02.09.2020,14:27:00,114472,115277,107972,110888,34
02.09.2020,14:28:00,113665,115150,107983,110223,18
02.09.2020,14:29:00,113299,115256,108096,108482,97
02.09.2020,14:30:00,109710,115222,108050,108284,19
02.09.2020,14:31:00,110197,115204,108129,112005,86
02.09.2020,14:32:00,108448,115208,107913,111757,39
02.09.2020,14:33:00,107990,115143,107947,113676,71
02.09.2020,14:34:00,109089,115273,107942,109367,31
02.09.2020,14:35:00,113229,115029,107958,111534,27
02.09.2020,14:36:00,110137,115231,108016,112658,16
02.09.2020,14:37:00,110147,115004,107926,112048,17
02.09.2020,14:38:00,113726,115191,107979,112763,35
02.09.2020,14:39:00,114367,115270,107932,113997,94
02.09.2020,14:40:00,113473,115099,108088,114017,41
02.09.2020,14:41:00,109526,115109,107928,110569,18
02.09.2020,14:42:00,113144,115284,107968,112542,84
02.09.2020,14:43:00,114597,115271,107903,111412,68
02.09.2020,14:44:00,108310,115175,107907,110850,16
02.09.2020,14:45:00,113628,115288,107928,111937,94
02.09.2020,14:46:00,108978,115114,107900,108968,11
